company,marked_segment,address,phone_number,website
"Logopediepraktijk Usche Baerveldt, locatie Hoensbroek, Monseigneur Nolensstraat",Logopedie,"Monseigneur Nolensstraat 29, Hoensbroek",045-5211621,http://www.logopedie-baerveldt.nl
"Psychologenpraktijk Optiment, locatie Melissant",Geestelijke gezondheidszorg,"Pieterstraat 88, Melissant",06-57317264,http://www.optiment.nu
Dentalmind Tandartspraktijk,Mondzorg,"Paletsingel 118, Zoetermeer",079-3634420,http://www.dentalmind.nl
Hospice Apeldoorn,Hospicezorg,"Polkastraat 5, Apeldoorn",055-5061109,http://www.hospiceapeldoorn.nl
Keelzorg,Logopedie,"De Duivenakkers 4, Aarle Rixtel",06-46348153,https://www.keelzorg.nl/
Verloskundige Praktijk Putten,Verloskundige zorg,"Engweg 21, Putten",0341-356525,http://www.verloskundigepraktijkputten.nl
Fysiotherapie Bart Baaijens,Fysiotherapie,"Vlietsorgstraat 15, Haarlem",06-42013696,http://www.fysiotherapiebartbaaijens.nl
"Praktijk Impulzz, Praktijk voor fysiotherapie, manuele therapie en energetische therapie Nijmegen",Fysiotherapie,"Meijhorst 6002, Nijmegen",06-49262462,http://www.praktijk-impulzz.nl
FysioSas,Fysiotherapie,"Paalweg 5, Heino",0572-745613,https://www.fysiosas.nl/
Logopediepraktijk Lindevallei,Logopedie,"De Veentjes 34, Oldemarkt",0561-452506,http://www.logopediepraktijklindevallei.nl
MondInzicht,Mondzorg,"Clarissenhof 3 C, Vianen",0347-376300,https://www.mondinzicht.nl/
Nela Ramirez Tandprothetiek,Mondzorg,"Paletsingel 112, Zoetermeer",079-3610300,https://nr-tandprothetiek.nl/
"Dr. Brinkmann kliniek, locatie Nieuwegein",Medisch specialistische zorg,"Edisonbaan 22, Nieuwegein",030-6038380,http://www.drbrinkmannkliniek.nl
What About Food,Diëtetiek,"Looiersweg 4, Doesburg",https://whataboutfood.nl/,https://whataboutfood.nl/
"CSM Fysiotherapie | Control, Strength & Mobility",Fysiotherapie,"Zandweg 15 AB, Best",040-2092410,https://www.csm-fysiotherapie.nl/
Kinderfysiotherapie Step by Step,Fysiotherapie,"Marie Curiestraat 80, Nijmegen",,
Kliniek Duin & Dael,Mondzorg,"Herenweg 1, Wassenaar",070-2007298,https://kliniekduinendael.nl
Swagerman Psychologie,Geestelijke gezondheidszorg,"Oude Fabriekstraat 7, Amersfoort",06-27997107,http://www.swagermanpsychologie.nl/
"Verloskundigen Praktijk Geboortecentrum, team Rood",Verloskundige zorg,"De Genestetstraat 2, Amsterdam",020-6831640,http://www.geboortecentrum.nl
Ittmann Tandartsen,Mondzorg,"President Kennedylaan 1 A, Velp",026-3610403,http://www.ittmanntandartsen.nl
Psycho Consult Kollum,Geestelijke gezondheidszorg,"Voorstraat 136, Kollum",06-22324536,https://www.psychoconsultkollum.nl/
ZorgAccent - Wijkverpleging Team Rijssen Centrum-Zuid,Wijkverpleging,"Haarstraat 83, Rijssen",06-12510359,https://www.zorgaccent.nl/
YourFACE Clinics Amsterdam,Medisch specialistische zorg,"Weesperzijde 8 A, Amsterdam",034-8701026,https://www.yourface.nl/
Park Medisch Centrum en Parkkliniek,Medisch specialistische zorg,"Hoofdweg 90, Rotterdam",010-4361537,https://www.parkmedischcentrum.nl
"RST Zorgverleners, Kraamzorg Barneveld",Kraamzorg,"Thorbeckelaan 91, Barneveld",0342-422324,http://www.rstzorg.nl
Vaccinatiecentrum Wageningen,Overige zorg,"Plantage 8, Wageningen",085-9020303,https://www.vaccinatiecentrum.nl/
Kraamzorg Mama,Kraamzorg,"Sir Winston Churchilllaan 285, Rijswijk",088-7110100,http://www.kraamzorgmama.nl
Verloskundige praktijk YuuX,Verloskundige zorg,"Oosterweg 82 A, Wijchen",024-6411220,http://www.yuux.nl
MediDerma,Organisatie,"Zambezilaan 189, Purmerend",http://mediderma.nl,http://mediderma.nl
Sifra Verloskundigen,Organisatie,"Zaagmolenstraat 812265XH 81, Leidschendam",070-3010197,https://sifra-verloskundigen.nl/
Sifra Verloskundigen Leidschendam,Verloskundige zorg,"Zaagmolenstraat 81, Leidschendam",070-3010197,http://www.sifra-verloskundigen.nl
ADHDcentraal Eindhoven,Geestelijke gezondheidszorg,"Bogert 31-12, Eindhoven",088-3131206,http://www.adhdcentraal.nl
Fysiotherapie ME Fysio,Organisatie,"J.C. Beetslaan 157, Hoofddorp",06-37330248 (mw. de Wit),http://www.fysiotherapiemefysio.com
Verwijspraktijk voor Endodontologie EndoNoordkop,Mondzorg,"Meester Daarnhouwerstraat 1, Julianadorp",0223-717600,https://www.endonoordkop.nl
"Fysiotherapie ME Fysio, locatie Hoofddorp",Fysiotherapie,"J.C. Beetslaan 157, Hoofddorp",06-37330248 (mw. de Wit),http://www.fysiotherapiemefysio.com
Stichting ZEHG,Belangenbehartiging,"Groot Zuideveld 152, Dussen",https://www.zehg.nl/,https://www.zehg.nl/
Fysiotherapie Fix Body,Fysiotherapie,"Groningerstraat 139, Amersfoort",06-36205005,https://www.fixbody.nl
Chirurgisch Centrum Maastricht,Medisch specialistische zorg,"Brouwersweg 100, Maastricht",043-2058200,https://ccmaastricht.nl
Mark Sneep Fysiotherapie,Fysiotherapie,"Adriaen van der Doeslaan 313, Rotterdam",010-4181444,http://www.marksneep.nl
Veldroos Verloskundigen,Organisatie,"Birkstraat 95-13, Soest",06-83653753,https://www.veldroosverloskundigen.com
Verloskundig Centrum Zutphen,Verloskundige zorg,"Judith Leysterstraat 2, Zutphen",0575-516830,http://www.verloskundigcentrumzutphen.nl
Logopedie SamenSpraak,Organisatie,"Neerbeekerstraat 52, Neerbeek",046-4379072,https://www.logopediesamenspraak.nl/
"Logopedie SamenSpraak, locatie Geleen Lindenheuvel",Logopedie,"Burgemeester Lemmensstraat 301, Geleen",046-4740825,https://www.logopediesamenspraak.nl/
MondClinic,Mondzorg,"Koningslaan 285, Rotterdam",010-4204060,http://www.mondclinic.nl
Fysiotherapie Functional Lines,Fysiotherapie,"Bonistraat 29, Den Haag",070-2042321,https://www.functionallines.nl
Snipmeister,Medisch specialistische zorg,"Kroostweg 53, Zeist",https://www.snipmeister.com/,https://www.snipmeister.com/
"JVDI de Fysioclub, locatie Deurne",Fysiotherapie,"Fabriekstraat 24, Deurne",085-7821616,https://fysioclub.nl/jvdi/locaties/fysiotherapie-deurne/
Fysiotherapie Rockanje,Fysiotherapie,"Raadhuislaan 24, Rockanje",0181-404195,http://www.fysiotherapierockanje.nl
Verloskundigen Midden Limburg,Organisatie,"De Briasweg 35 A, Baexem",06-10644332,https://www.verloskundigenmiddenlimburg.nl/
Mondzorgcentrum Truijen,Mondzorg,"Nieuwstraat 42, Budel",0495-755539,https://www.mondzorgtruijen.nl/
Vaccinatiecentrum Nijmegen,Overige zorg,"Nina Simonestraat 24, Nijmegen",085-9020303,https://www.vaccinatiecentrum.nl/
"Kinderpraktijk Almelo, praktijk voor kinderfysiotherapie en kinderergotherapie",Organisatie,"Bornerbroeksestraat 44, Almelo",0546-538663,https://www.kinderpraktijkalmelo.nl
Iris Praktijk voor Verloskunde en Echoscopie,Verloskundige zorg,"Hoogzoggel 1, Uden",0413-268499,http://www.irisverloskundigen.nl
"Kinderpraktijk Almelo, praktijk voor kinderfysiotherapie en kinderergotherapie, locatie Terra",Fysiotherapie,"Kieftsbeeklaan 1, Almelo",0546-538663,https://www.kinderpraktijkalmelo.nl
PhysiqCare Fysiotherapie Zoetermeer,Fysiotherapie,"Aïdaschouw 1, Zoetermeer",079-8886918,https://www.physiqcare.nl
Oefentherapie Cesar Carnisselande,Oefentherapie,"Middeldijkerplein 22, Barendrecht",0180-649505,http://www.oefentherapiebarendrecht.nl
MOOI kliniek,Medisch specialistische zorg,"Sphinxcour 6 C01, Maastricht",043-3118708,https://www.mooi-kliniek.nl
"Verloskundigen Midden Limburg, locatie Baexem",Verloskundige zorg,"De Briasweg 35 A, Baexem",06-10644332,http://www.verloskundigenmiddenlimburg.nl
TandAnders,Mondzorg,"Wilhelminalaan 11 D, Raamsdonksveer",088-8006333,https://www.tandanders.nl
Puur Vroedvrouwen,Verloskundige zorg,"Venlosingel 54, Arnhem",026-3811795,http://www.puurvroedvrouwen.nl
Fysio De Hoofdzaak,Fysiotherapie,"Defensie-eiland 19, Woerden",06–28063718,https://www.fysio-de-hoofdzaak.nl/
MRI Centrum Groningen,Medisch specialistische zorg,"Kerklaan 36 A, Haren",088-0888888,http://www.mricentrum.nl
Logopedische Praktijk Heemeijer,Organisatie,"Koningstraat 83, Born",046-4811012,https://logopedist.com
"Logopedische Praktijk Heemeijer, locatie Born",Logopedie,"Koningstraat 83, Born",046-4811012,http://www.logopedist.com
"De Kraamvogel, regio Noord-Oost",Kraamzorg,"De Hoop 7, Delft",088-7788500,http://www.dekraamvogel.nl
"Diagnostiek voor U, locatie Veldhoven",Medisch specialistische zorg,"Provincialeweg 44, Veldhoven",088-2141149,https://www.diagnostiekvooru.nl/
Logopediepraktijk Wegwijs,Organisatie,"Duijvenbrug 17, Hoogkarspel",0228-751204,https://www.logopediepraktijkwegwijs.nl/
"Logopediepraktijk Wegwijs, locatie Hoogkarspel",Logopedie,"Duijvenbrug 17, Hoogkarspel",0228-751204,https://www.logopediepraktijkwegwijs.nl/
Logopediepraktijk Zwijndrecht,Logopedie,"Langeweg 336, Zwijndrecht",078-6541828,http://www.logopediezwijndrecht.nl
Podotherapie de Boer,Organisatie,"Hermesweg 21, Vlissingen",011-8626708,http://www.podotherapiedeboer.nl
Kindt Clinics,Geestelijke gezondheidszorg,"Karel du Jardinstraat 33-4, Amsterdam",020-7781291,https://kindtclinics.com
Tandartspraktijk Rijsenhout,Mondzorg,"Jolweg 25, Rijsenhout",0297-327969,https://tandartspraktijkrijsenhout.nl/
Kraamzorg de Eilanden,Kraamzorg,"Deltageul 19, Stellendam",0181-391440,https://kraamzorgdeeilanden.nl/
Tandprothetische Praktijk Femke Grashuis,Mondzorg,"Koningin Maximalaan (Gezondheidscentrum Waterlinie) 30 M, Uithoorn",0297-530300,https://www.femkegrashuis.nl/
"Frankelandgroep, locatie Vaartland",Verpleeghuiszorg,"Dillenburgsingel 9, Vlaardingen",010-4759111,http://www.frankelandgroep.nl
"MediDerma, vestiging Amsterdam Noord",Huidtherapie,"Gare du Nord 7, Amsterdam",020-2376340,http://www.mediderma.nl
"Diagnostiek voor U, locatie Eersel",Medisch specialistische zorg,"Gebint 1 D, Eersel",088-2141100,http://www.diagnostiekvooru.nl/
Logopedie Flevoland,Organisatie,"Brandersmolenstraat 30, Almere",036-5499327,http://www.logoflevo.nl
"Logopedie Flevoland, locatie Almere Buiten",Logopedie,"Brandersmolenstraat 30, Almere",036-5499327,http://www.logoflevo.nl
Verloskundigenpraktijk Goed Begin,Organisatie,"Europalaan 86 E, Renkum",06-50281646,https://goed-begin.com/
"Flore, Praktijk voor Verloskunde",Verloskundige zorg,"Wilhelminapark 9, Breda",06-51007769,https://www.floreverloskunde.nl/
Beekman Klinieken,Medisch specialistische zorg,"Middendreef 273, Lelystad",085-4015965,http://www.beekmanklinieken.nl
Buurtzorg Almere Stad West,Wijkverpleging,"Prozastraat 111 C, Almere",06-20256223,http://www.buurtzorgnederland.com
Kraamzorg Het Zonnetje,Kraamzorg,"President Kennedylaan 19, Den Haag",088-7950000,http://www.kraamzorghetzonnetje.nl
Sportfysio- en manuele therapie van Lierop,Organisatie,"Alkmaarsingel 148, Arnhem",026-3899111,https://sportfysiovanlierop.nl
Vaccinatiecentrum Utrecht,Overige zorg,"Daltonlaan 400, Utrecht",085-9020303,https://www.vaccinatiecentrum.nl/
Het persoonlijke dieet,Organisatie,"Venediën 25 B, Purmerend",06-28946434,https://hetpersoonlijkedieet.nl
"Allerzorg Palliatieve & Terminale zorg, regio Rotterdam",Wijkverpleging,"Maashaven Oostzijde 152, Rotterdam",088-5721932,https://www.allerzorg.nl/specialismen/palliatieve-zorg
amstermam,Organisatie,"Westerdok 808, Amsterdam",020-2103170,https://www.amstermam.nl/
Back To Balance Fysiotherapie,Fysiotherapie,"Plompertstraat 90, Rotterdam",010-7852949,https://www.fysiobacktobalance.nl/
Diëtistenpraktijk Silla,Diëtetiek,"Kloosterlaan 6, Monster",06-52255233,https://www.dietistenpraktijksilla.nl/
Fysio Masters,Organisatie,"Torenzicht 26 E, Eemnes",06-10343160,https://www.fysiomasters.nl
Logopediepraktijk Rietlanden,Logopedie,"Brinkenhalte 22 B, Emmen",0591-630183,https://www.logopedie-rietlanden.nl/
Medisch Centrum Waalre,Medisch specialistische zorg,"Van Dijklaan 9, Waalre",040-2222370,https://www.medischcentrumwaalre.com
Muskee-Apperlo Ergotherapie Veendam,Ergotherapie,"Zuidwending 143, Veendam",06-33103807,http://www.ergotherapieveendam.nl
Fysiotherapie Eys,Fysiotherapie,"Mesweg 20, Eys",043-4512048,
Verloskundigenpraktijk Zwanger & Zo,Verloskundige zorg,"Proveniersplein 5, Rotterdam",010-2652628,https://www.zwanger-enzo.nl/
Zorgboog - Hospice de Populier,Hospicezorg,"Roessel 1 B, Bakel",0900-8998636,http://www.zorgboog.nl
FysioJannah,Fysiotherapie,"Gildenveld 83 E, Zeewolde",06-36353892,https://www.fysiojannah.nl/
"Jera Movement, locatie Dordrecht",Fysiotherapie,"Fanny Blankers-Koenweg 10, Dordrecht",078-2005230,https://jeramovement.nl/
Fysiotherapie Ede-Centrum,Fysiotherapie,"Beukenlaan 7 A, Ede",0318-750801,http://www.fysiotherapie-ede-centrum.nl
Verloskundigenpraktijk Overbetuwe,Verloskundige zorg,"Hoofdstraat 74, Zetten",0488-440304,http://www.verloskundigenoverbetuwe.nl
Fysiotherapie with Joy,Fysiotherapie,"Willemsvaart 16, Zwolle",06-38348655,https://www.fysiotherapiewithjoy.nl
Mentaal Gezond Psychologie,Geestelijke gezondheidszorg,"Conservatoriumlaan 60, Tilburg",https://www.mentaalgezondpsychologie.nl,https://www.mentaalgezondpsychologie.nl
Tandprothetische Praktijk Kodent,Mondzorg,"Prinses Irenelaan 355 357, Rijswijk",070-7446499,http://www.tppkodent.nl
"Trias, Praktijk voor Fysiotherapie",Fysiotherapie,"Amsterdamse Vaart 128 Zw, Haarlem",023-5368268,http://www.fysiotherapietrias.nl
Fysiotherapie Feelgood,Fysiotherapie,"Spoorakkerweg 1, Udenhout",013-5110050,http://www.fysiotherapiefeelgood.nl
Mondhygiënistenpraktijk Boxmeer,Mondzorg,"Valendries 1, Boxmeer",0485-530303,http://www.kiesvoorjegebit.nl
Kraamzorg de Bakermand,Kraamzorg,"Pernisseweg 51, Hoogvliet",010-4161588,http://www.bakermand.nl
Ruijters Podotherapie,Podotherapie,"Reinoud van Gelderstraat 13 E, Susteren",046-8700077,http://www.ruijterspodotherapie.nl
Fysiotherapie Ryan Haafkens,Fysiotherapie,"Palmpolstraat 30, Almere",06-26060404,http://fysiotherapieryanhaafkens.nl/
Praktijk (kinder)oefentherapie Cesar De Doktershoek,Oefentherapie,"Raadhuislaan 2 034, Werkendam",06-22767071,https://cesarwerkendam.nl/
Praktijk voor Fysiotherapie Spanbalans,Fysiotherapie,"Vendelier 41, Veenendaal",0318-628128,http://www.spanbalans.nl
FysioFit Sprundel,Fysiotherapie,"St. Janstraat 13, Sprundel",0165-385604,http://fysiofitsprundel.nl/
Fysiotherapie Papegaaij en Tegelaar,Fysiotherapie,"Oostzeestraat 30, Kampen",038-3324407,https://www.fysiokampen.nl
De Kinderartsenpraktijk,Medisch specialistische zorg,"Bijlmerdreef 1169, Amsterdam",020-3030660,https://www.dekinderartsenpraktijk.nl
Schoenmaker Aan Huis Nederland,Hulpmiddelen,"Vroege van Tol 2, Huissen",06-14866604,https://www.schoenmakeraanhuis.nl/
(Sport)Fysiotherapie Bertrand-Schepers,Fysiotherapie,"Parkweg 23 A, Maastricht",043-3251174,https://www.sportfysiotherapiemaastricht.nl/
Tanden Cleanique,Mondzorg,"Promenadeplein 121, Zoetermeer",079-3190622,https://tandencleanique.nl
TONi'S FYSiO,Fysiotherapie,"Kaaisjouwerskade 100, Nijmegen",06-18869800,https://www.tonisfysio.nl/
Mondhygiënistenpraktijk Maasbree,Mondzorg,"Piet Petersstraat 3, Maasbree",06-30533835,https://www.mpmaasbree.nl
Buurtzorg Oirschot 2,Wijkverpleging,"Koestraat 45 K, Oirschot",06-13836663,http://www.buurtzorgnederland.com
Cosmetique Totale Rotterdam Zuid,Huidtherapie,"Maasstadweg 108, Rotterdam",085-9022080,https://www.cosmetique-totale.com/nl-nl
"JVDI de Fysioclub, locatie Helmond - Sportpark de Braak",Fysiotherapie,"Sportpark de Braak 7, Helmond",085-7821616,https://fysioclub.nl/jvdi/locaties/fysiotherapie-helmond/
KNO Medisch Centrum,Medisch specialistische zorg,"Koeweistraat 6 B, Waardenburg",085-7602728,https://knomc.nl/
"Mildred Clinics, locatie Arnhem",Medisch specialistische zorg,"Sonsbeeksingel 29-31, Arnhem",088-2007333,https://mildredclinics.nl
Psychologiepraktijk Halderberge,Geestelijke gezondheidszorg,"Bovenstraat-Erf 28 B, Hoeven",06-54281920,http://www.psychologiepraktijk-halderberge.nl
"Sportfysio- en manuele therapie van Lierop, locatie Driel",Fysiotherapie,"Casimirstraat 12, Driel",06-26643922,https://www.sportfysiovanlierop.nl/
Van Kemenade Fysio- en manuele therapie,Fysiotherapie,"Heuvel 11, Nuenen",06-13406886,https://www.fysiovankemenade.nl/
Verloskundigenpraktijk Pendrecht,Verloskundige zorg,"Slinge 773 C, Rotterdam",06-27850059,http://www.verloskundigenpraktijkpendrecht.nl
Fysiotherapie Claasen,Fysiotherapie,"Jacob van den Eyndestraat 73, Voorburg",06-57321994,https://www.fysiotherapieclaasen.nl/
Kanjer Kinderfysio,Fysiotherapie,"Pastoor Hendrikspark 22, Laren",06-20950005,https://kanjerkinderfysio.nl/
Mondhygiënepraktijk Agnes Sluijter,Mondzorg,"Salsastraat 169, Almere",036-5451600,http://www.mhasalmere.nl
Verloskundige in Amsterdam,Organisatie,"Osdorpplein 582, Amsterdam",020-8203474,http://verloskundigeinamsterdam.nl
Verloskundige praktijk Zeist,Organisatie,"De Clomp 1912, Zeist",030-6917593,http://www.zwangerinzeist.nl
VondelFysio,Organisatie,"Overtoom 143, Amsterdam",https://www.vondelfysio.nl/,https://www.vondelfysio.nl/
2F fysiotherapie,Fysiotherapie,"Touwslagersweg 4, Woerden",06-11793010,https://www.2fysiotherapie.nl/
Fysio LifeStyle Weert,Organisatie,"Houtstraat 12, Weert",0495-543710,https://www.fysiolifestyleweert.nl/
"Fysio LifeStyle Weert, locatie Houtstraat",Fysiotherapie,"Houtstraat 12, Weert",0495-543710,https://www.fysiolifestyleweert.nl
Gerrie Ham praktijk voor psychosociale hulp,Geestelijke gezondheidszorg,"Gildenstraat 4, Nijkerk",033-2867817,https://www.gerrieham.nl
Huidzorg Royale,Huidtherapie,"Van der Valk Boumanweg 180 D, Leiderdorp",071-5426893,http://www.huidzorgroyale.nl
Verloskundige Bergeijk en omstreken,Verloskundige zorg,"Provincialeweg 28 A, Westerhoven",06-13378810,http://www.verloskundebergeijk.nl
Buurtzorg Goor 1,Wijkverpleging,"Hengevelderstraat 34 A, Goor",06-10826868,http://www.buurtzorgnederland.com
Prof. Aesthetics,Medisch specialistische zorg,"Nieuwe Stationsweg 4, Haren",050-8796007,https://profaesthetics.nl
Buurtzorg Hapert,Wijkverpleging,"Kerkstraat 15 A, Hapert",06-10253347,http://www.buurtzorgnederland.com
Verloskundige Praktijk Nijmegen-West,Verloskundige zorg,"Horstacker 1644, Nijmegen",024-3787744,http://www.verloskundigenijmegen.nl
Buisman Fysiotherapie,Fysiotherapie,"Zandweg 29, Oostvoorne",0181-480727,http://www.fysiotherapiebuisman.nl
"De Autismespecialist, locatie Doorn",Geestelijke gezondheidszorg,"IJskelderlaan 1, Doorn",https://www.deautismespecialist.nl,https://www.deautismespecialist.nl
Fysiotherapie De Dijken,Fysiotherapie,"Kerstendijk 169, Rotterdam",010-4831441,http://www.fysiodedijken.nl
Liva Verloskundig Centrum,Verloskundige zorg,"Zuideinde 455, Amsterdam",020-4931222,http://www.liva-verloskundigcentrum.nl
Tandartspraktijk Waldent,Mondzorg,"Bezuidenhoutseweg 193 1-hoog, Den Haag",070-3857630,http://waldent.nl/
040verloskunde,Organisatie,"Pisanostraat 4, Eindhoven",040-2419841,https://www.040verloskunde.nl
Verloskundigen Praktijk Rotterdam Oost,Organisatie,"Noordeinde 97 F, Rotterdam",010-4141351,http://www.verloskundigenrotterdamoost.nl
Fysiotherapie Rob Mars,Fysiotherapie,"Harmenkaag 9, Schagen",0224-214852,http://www.fysiotherapierobmars.nl
Verloskundigenpraktijk Jalad,Organisatie,"Vaart ZZ 29, Nieuw-Amsterdam",0591-740010,https://www.jalad.nl/
"Verloskundigenpraktijk Jalad, locatie Nieuw-Amsterdam",Verloskundige zorg,"Vaart ZZ 29, Nieuw-Amsterdam",0591-740010,http://www.jalad.nl
Buurtzorg Eindhoven Strijp,Wijkverpleging,"St. Theresiastraat 1 A, Eindhoven",06-20631321,http://eindhovenstrijp.buurtzorg.net
Buurtzorg Hengelo Noord-Oost,Wijkverpleging,"Onze Lieve Vrouwestraat 6, Hengelo",06-23671144,http://www.buurtzorgnederland.com
Ergotherapie Leidsche Rijn Utrecht,Ergotherapie,"Schoolstraat 101, Vleuten",030-8796773,http://www.ergotherapieleidscherijn.nl/
Implantologie Utrecht,Mondzorg,"Livingstonelaan 466, Utrecht",030-2672215,http://www.implantologie-utrecht.nl
"Verloskundigen Praktijk Rotterdam Oost, locatie Noordeinde",Verloskundige zorg,"Noordeinde 97 F, Rotterdam",010-4141351,http://www.verloskundigenrotterdamoost.nl
Eigenhuis Fysiotherapie Haarlem,Fysiotherapie,"Schoterweg 158, Haarlem",06-17470306,http://www.bonneeigenhuis.nl
"Fysiotherapie H.L. ter Hoeven, locatie Den Haag",Fysiotherapie,"Zonnebloemstraat 383, Den Haag",06-15075900,http://fysio-terhoeven.nl
"Sevagram, Geerlings Hospice",Hospicezorg,"Oosterbeemd 24 A, Valkenburg",043-6098551,http://www.geerlingshospice.nl
"Verloskundigenpraktijk Goed Begin, locatie Europalaan",Verloskundige zorg,"Europalaan 86 E, Renkum",06-50281646,https://goed-begin.com/
Voedingsadvies Broer,Organisatie,"Ridderkerkstraat 70, Rotterdam",06-28038753,https://voedingsadviesbroer.nl
Fysiotherapie Kloosterveen,Fysiotherapie,"Kloostersingel 3, Assen",06-83405762,https://www.fysiotherapiekloosterveen.nl
Fysiotherapiepraktijk Hammer,Fysiotherapie,"G.J. van Heekstraat 139, Enschede",http://fysiotherapiehammer.nl/,http://fysiotherapiehammer.nl/
